round;dist;sub_level;uu;us;udense;au;aa;nn
2;com-D;1;3.2;0.0;6.9;0.0;0.0;0.0
2;com-D;2;4.5;0.0;3.2;0.0;0.0;0.0
2;com-D;3;7.7;0.0;0.0;0.0;0.0;0.0
2;com-A;1;0.6;0.0;16.9;0.0;1.2;0.8
2;com-A;2;12.6;0.0;8.5;0.0;15.1;26.0
2;com-A;3;30.8;0.0;0.0;0.0;52.3;77.3
2;com-C;1;0.0;0.0;5.5;0.0;0.0;0.0
2;com-C;2;11.1;0.0;4.1;0.0;6.5;28.7
2;com-C;3;27.0;0.0;0.0;0.0;17.6;260.8
2;com-B;1;0.0;0.0;2.2;0.0;0.0;0.0
2;com-B;2;9.8;0.0;4.2;0.0;2.2;27.9
2;com-B;3;11.4;0.0;0.0;0.0;5.0;76.9

