cycle;name;location.x;location.y;location.z;p_action;activation_time;applied;name;id;district_code;lever_name;lever_explanation;added_delay;added_cost;round_creation;round_application
1288;;3.440413407270182;97.40309854219204;0.0;Player_Action(11);1659098531919.0;false;;1;76192;Pas Const Digue;;0;0.0;25;0
