cycle;name;location.x;location.y;location.z;p_action;activation_time;applied;name;id;district_code;lever_name;lever_explanation;added_delay;added_cost;round_creation;round_application
1800;;4.446593103550023;40.53156942907534;0.0;Player_Action(15);1659098792831.0;false;;2;76192;Const Adap hors ZL&ZI;;0;0.0;27;0
