cycle;name;location.x;location.y;location.z;name;id;element_id;district_code;command;label;cost;initial_application_round;command_round;is_applied;round_delay;action_type;previous_lu_name;is_expropriation;is_in_protected_area;is_in_coast_area;is_in_risk_area;is_inland_dike;strategy_profile;length_coast_def;activated_levers;should_wait_lever_to_activate;a_lever_has_been_applied;previous_activated_levers;already_impacted
607;Player_Action2;9.676284358236265;77.45312462491778;0.0;Player_Action2;17385_3;37;17385;5;Rénover une digue;438;3;2;false;0;PLAYER_ACTION_TYPE_COAST_DEF;nil;false;true;true;true;false;BUILDER;438;[];false;false;[];false
