(string(machine_time - EXPERIMENT_START_TIME),self.district_code) + data
112022.0,17140,2,17140_1,2,1655,PLAYER_ACTION_TYPE_LU,false,AU,false,100
168697.0,17140,2,17140_2,3,1859,PLAYER_ACTION_TYPE_LU,false,N,false,100
168730.0,17140,2,17140_3,3,1841,PLAYER_ACTION_TYPE_LU,false,N,false,100
168747.0,17140,2,17140_4,3,1857,PLAYER_ACTION_TYPE_LU,false,N,false,100
168761.0,17140,2,17140_5,3,1840,PLAYER_ACTION_TYPE_LU,false,N,false,100
168761.0,17140,2,17140_6,3,1823,PLAYER_ACTION_TYPE_LU,false,N,false,100
168777.0,17140,2,17140_7,3,1824,PLAYER_ACTION_TYPE_LU,false,N,false,100
168824.0,17140,2,17140_8,3,1805,PLAYER_ACTION_TYPE_LU,false,N,false,100
234186.0,17140,4,17140_9,8,2338,PLAYER_ACTION_TYPE_LU,false,U,true,0
234206.0,17140,4,17140_10,8,2316,PLAYER_ACTION_TYPE_LU,false,U,true,0
234222.0,17140,2,17140_11,4,1806,PLAYER_ACTION_TYPE_LU,false,N,false,100
234237.0,17140,2,17140_12,4,1807,PLAYER_ACTION_TYPE_LU,false,N,false,100
234251.0,17140,2,17140_13,4,1808,PLAYER_ACTION_TYPE_LU,false,N,false,100
234279.0,17140,2,17140_14,4,1827,PLAYER_ACTION_TYPE_LU,false,N,false,100
234294.0,17140,2,17140_15,4,1826,PLAYER_ACTION_TYPE_LU,false,N,false,100
363514.0,17140,2,17140_16,10,1795,PLAYER_ACTION_TYPE_LU,false,N,false,100
363529.0,17140,2,17140_17,10,1812,PLAYER_ACTION_TYPE_LU,false,N,false,100
363543.0,17140,2,17140_18,10,1846,PLAYER_ACTION_TYPE_LU,false,N,false,100
363558.0,17140,2,17140_19,10,1775,PLAYER_ACTION_TYPE_LU,false,N,false,100
363572.0,17140,2,17140_20,10,1762,PLAYER_ACTION_TYPE_LU,false,N,false,100
363587.0,17140,2,17140_21,10,1748,PLAYER_ACTION_TYPE_LU,false,N,false,100
363601.0,17140,2,17140_22,10,1749,PLAYER_ACTION_TYPE_LU,false,N,false,100
773801.0,17140,2,17140_23,12,698,PLAYER_ACTION_TYPE_LU,false,N,false,100
773817.0,17140,2,17140_24,12,702,PLAYER_ACTION_TYPE_LU,false,N,false,100
773833.0,17140,2,17140_25,12,708,PLAYER_ACTION_TYPE_LU,false,N,false,100
773849.0,17140,2,17140_26,12,713,PLAYER_ACTION_TYPE_LU,false,N,false,100
773864.0,17140,2,17140_27,12,707,PLAYER_ACTION_TYPE_LU,false,N,false,100
773879.0,17140,2,17140_28,12,715,PLAYER_ACTION_TYPE_LU,false,N,false,100
773895.0,17140,2,17140_29,12,720,PLAYER_ACTION_TYPE_LU,false,N,false,100
800081.0,17140,2,17140_30,13,754,PLAYER_ACTION_TYPE_LU,false,N,false,100
800100.0,17140,2,17140_31,13,767,PLAYER_ACTION_TYPE_LU,false,N,false,100
800143.0,17140,2,17140_33,13,753,PLAYER_ACTION_TYPE_LU,false,N,false,100
800161.0,17140,2,17140_34,13,744,PLAYER_ACTION_TYPE_LU,false,N,false,100
800177.0,17140,2,17140_35,13,745,PLAYER_ACTION_TYPE_LU,false,N,false,100
800192.0,17140,2,17140_36,13,742,PLAYER_ACTION_TYPE_LU,false,N,false,100
