cycle;name;location.x;location.y;location.z;name;my_district;indicator;threshold;status_on;should_be_activated;threshold_reached;timer_activated;has_activated_levers;timer_duration;lever_type;lever_name;box_title;progression_bar;help_lever_msg;activation_label_L1;activation_label_L2;player_msg;row_index;col_index;associated_actions;activation_queue;activated_levers
768;AU_or_Ui_in_Coast_Border_Area_Lever3;87.5;33.31818181818182;0.0;AU_or_Ui_in_Coast_Border_Area_Lever3;District(5);0;2.0;true;false;false;false;false;240000;BUILDER;Const\/Densi non adapt en ZL;Const\/Densi non adapt en ZL (0);0 actions \/ 2 max;Retard de 2 tours;;;Un renforcement de la loi Littoral retarde vos projets;3;3;[];[];[]
768;AU_or_Ui_in_Risk_Area_Lever3;87.5;37.909090909090914;0.0;AU_or_Ui_in_Risk_Area_Lever3;District(5);1;1.0;true;false;false;false;false;240000;BUILDER;Const\/Densi en ZI;Const\/Densi en ZI (1);1 actions \/ 1 max;Prélevement de la commune à hauteur de 50% du coût de l\'action;;;Les coûts dans les BTP augmentent considérablement;4;3;[Player_Action(1)];[];[]
768;Ganivelle_Lever3;87.5;42.409090909090914;0.0;Ganivelle_Lever3;District(5);0;0.1;true;false;false;false;false;240000;SOFT_DEFENSE;Construit Ganivelle;Construit Ganivelle (1);767 m \/ 0.1 * 1879 m dunes;Versement à la commune à hauteur de -25% du coût de ganivelle\/m;;;Le gouvernement encourage les pratiques vertueuses de gestion intégrée des risques;4;3;[Player_Action(19)];[];[]
768;Us_out_Coast_Border_or_Risk_Area_Lever3;87.5;47.00000000000001;0.0;Us_out_Coast_Border_or_Risk_Area_Lever3;District(5);0;2.0;true;false;false;false;false;240000;SOFT_DEFENSE;Hab Adap hors ZL et ZI;Hab Adap hors ZL et ZI (0);0 actions \/ 2 max;Versement à la commune à hauteur de -25% du coût de ganivelle;;;Le gouvernement encourage les pratiques vertueuses de gestion intégrée des risques;5;3;[];[];[]
768;Us_in_Coast_Border_Area_Lever3;87.5;51.50000000000001;0.0;Us_in_Coast_Border_Area_Lever3;District(5);0;2.0;true;false;false;false;false;240000;SOFT_DEFENSE;Hab Adap en ZL;Hab Adap en ZL (0);0 actions \/ 2 max;Versement à la commune à hauteur de -50% du coût d\'adaptation;;;Le gouvernement encourage les stratégies de réduction de la vulnérabilité;5;3;[];[];[]
768;Us_in_Risk_Area_Lever3;87.5;56.09090909090909;0.0;Us_in_Risk_Area_Lever3;District(5);0;2.0;true;false;false;false;false;240000;SOFT_DEFENSE;Hab Adap en ZI;Hab Adap en ZI (0);0 actions \/ 2 max;Versement à la commune à hauteur de -50% du coût d\'adaptation;;;Le gouvernement encourage les stratégies de réduction de la vulnérabilité;6;3;[];[];[]
768;Inland_Dike_Lever3;87.5;60.59090909090909;0.0;Inland_Dike_Lever3;District(5);0.0;0.01;true;false;false;false;false;240000;SOFT_DEFENSE;Const Retrodigue;Const Retrodigue (0);0 m \/ 0.01 * 19742 m dikes at t0;Avance de 1 Tour;;;Des aides existent de la part du gouvernement pour renforcer la gestion intégrée des risques;6;3;[];[];[]
768;No_Dike_Creation_Lever3;87.5;65.18181818181819;0.0;No_Dike_Creation_Lever3;District(5);0.0;2.0;true;true;true;true;false;240000;WITHDRAWAL;Pas Const Digue;Pas Const Digue (0);3 tours \/ 2 max;Durant 2.0 tours consécutifs, le joueur ne contruit pas de digue. Versement à la commune à hauteur de -50% du coût de ganivelle\/m;;;Le gouvernement encourage les pratiques vertueuses de gestion intégrée des risques;7;3;[];[Activated_Lever(6)];[]
768;No_Dike_Raise_Lever3;87.5;69.68181818181819;0.0;No_Dike_Raise_Lever3;District(5);0.0;2.0;true;false;false;false;false;240000;WITHDRAWAL;Pas Rehausse Digue;Pas Rehausse Digue (0);1 tours \/ 2 max;Durant 2.0 tours consécutifs, le joueur ne réhausse pas de digue. Versement à la commune à hauteur de -50% du coût de ganivelle\/m;;;Le gouvernement encourage les pratiques vertueuses de gestion intégrée des risques;7;3;[Player_Action(12)];[];[]
768;No_Dike_Repair_Lever3;87.5;74.27272727272728;0.0;No_Dike_Repair_Lever3;District(5);0.0;2.0;true;false;false;false;false;240000;WITHDRAWAL;Pas Renove Digue;Pas Renove Digue (0);1 tours \/ 2 max;Durant 2.0 tours consécutifs, le joueur ne rénove pas de digue. Versement à la commune à hauteur de -50% du coût de ganivelle\/m;;;Le gouvernement encourage les pratiques vertueuses de gestion intégrée des risques;8;3;[Player_Action(4),Player_Action(18),Player_Action(21)];[];[]
768;A_to_N_in_Coast_Border_or_Risk_Area_Lever3;87.5;78.77272727272728;0.0;A_to_N_in_Coast_Border_or_Risk_Area_Lever3;District(5);0;2.0;true;false;false;false;false;240000;WITHDRAWAL;Agr vers Nat ds ZL\/ZI;Agr vers Nat ds ZL\/ZI (0);0 actions \/ 2 max;Versement à la commune à hauteur de -50% du coût d\'une densification préalablement réalisée hors ZL&ZI;;;Le gouvernement encourage les pratiques vertueuses de gestion intégrée des risques;8;3;[];[];[]
