cycle;name;location.x;location.y;location.z;name;id;element_id;district_code;command;label;cost;initial_application_round;command_round;is_applied;round_delay;action_type;previous_lu_name;is_expropriation;is_in_protected_area;is_in_coast_area;is_in_risk_area;is_inland_dike;strategy_profile;length_coast_def;activated_levers;should_wait_lever_to_activate;a_lever_has_been_applied;previous_activated_levers;already_impacted
599;Player_Action0;96.61437059026893;28.074187267792304;0.0;Player_Action0;76217_1;14;76217;5;Rénover une digue;468;2;1;false;0;PLAYER_ACTION_TYPE_COAST_DEF;nil;false;false;true;false;false;BUILDER;234;[];false;false;[];false
