cycle;name;location.x;location.y;location.z;name;id;element_id;district_code;command;label;cost;initial_application_round;command_round;is_applied;round_delay;action_type;previous_lu_name;is_expropriation;is_in_protected_area;is_in_coast_area;is_in_risk_area;is_inland_dike;strategy_profile;length_coast_def;activated_levers;should_wait_lever_to_activate;a_lever_has_been_applied;previous_activated_levers;already_impacted
373;Player_Action0;48.000816759497646;91.77678107708385;0.0;Player_Action0;17385_1;49;17385;8;Rehausser une digue;712;5;2;false;0;PLAYER_ACTION_TYPE_COAST_DEF;nil;false;true;true;true;false;BUILDER;356;[];false;false;[];true
