cycle;name;location.x;location.y;location.z;name;id;element_id;district_code;command;label;cost;initial_application_round;command_round;is_applied;round_delay;is_delayed;action_type;previous_lu_name;is_expropriation;is_in_protected_area;is_in_coast_border_area;is_in_risk_area;is_inland_dike;strategy_profile;lever_activation_time;length_coast_def;activated_levers;should_wait_lever_to_activate;a_lever_has_been_applied
211;Player_Action0;73.3018680011698;49.7985258197791;0.0;Player_Action0;17140_1;1655;17140;4;Changer en zone naturelle;100;2;1;true;0;false;PLAYER_ACTION_TYPE_LU;A;false;true;false;true;false;WITHDRAWAL;0.0;0;[];false;false
211;Player_Action1;17.321117221606386;77.99084824717943;0.0;Player_Action1;17140_2;1615;17140;4;Changer en zone naturelle;100;2;1;true;0;false;PLAYER_ACTION_TYPE_LU;A;false;true;false;true;false;WITHDRAWAL;0.0;0;[];false;false
211;Player_Action2;50.983185743174985;22.581613217905726;0.0;Player_Action2;17140_3;1576;17140;4;Changer en zone naturelle;100;2;1;true;0;false;PLAYER_ACTION_TYPE_LU;A;false;true;false;true;false;WITHDRAWAL;0.0;0;[];false;false
211;Player_Action3;10.742918281632763;6.481133308486942;0.0;Player_Action3;17385_1;2279;17385;2;Changer en zone agricole;100;2;1;true;0;false;PLAYER_ACTION_TYPE_LU;N;false;false;false;true;false;BUILDER;0.0;0;[];false;false
211;Player_Action4;54.32022772765522;17.22000457450227;0.0;Player_Action4;17385_2;2278;17385;2;Changer en zone agricole;100;2;1;true;0;false;PLAYER_ACTION_TYPE_LU;N;false;true;false;true;false;BUILDER;0.0;0;[];false;false
211;Player_Action5;28.74537362475135;60.39269867916086;0.0;Player_Action5;17385_3;2277;17385;2;Changer en zone agricole;100;2;1;true;0;false;PLAYER_ACTION_TYPE_LU;N;false;true;false;true;false;BUILDER;0.0;0;[];false;false
211;Player_Action6;74.31126924229397;36.200430954130006;0.0;Player_Action6;17140_4;-1;17140;6;Construire une digue;5163;4;1;false;0;false;PLAYER_ACTION_TYPE_COAST_DEF;nil;false;true;true;true;true;SOFT_DEFENSE;0.0;516;[];true;false
211;Player_Action7;78.65344287854464;3.6716136426513057;0.0;Player_Action7;17140_5;48;17140;7;Démanteler une digue;476;2;1;true;0;false;PLAYER_ACTION_TYPE_COAST_DEF;nil;false;true;true;true;false;WITHDRAWAL;0.0;238;[];false;false
211;Player_Action8;32.21398522272501;68.16210642983123;0.0;Player_Action8;17385_4;-1;17385;6;Construire une digue;4127;4;1;false;0;false;PLAYER_ACTION_TYPE_COAST_DEF;nil;false;true;false;true;true;SOFT_DEFENSE;0.0;412;[];true;false
