dist_id,district_code,district_name,num_round,budget,received_tax,popul,N_area,U_area,Udense_area,AU_area,A_area,Us_area,Usdense_area,AUs_area,last(length_dikes_all),last(length_dikes_good),last(length_dikes_medium),last(length_dikes_bad),last(mean_alt_all_dikes),last(mean_alt_dikes_good),last(mean_alt_dikes_medium),last(mean_alt_dikes_bad),last(min_alt_all_dikes),last(min_alt_dikes_good),last(min_alt_dikes_medium),last(min_alt_dikes_bad),last(length_dunes_all),last(length_dunes_good),last(length_dunes_medium),last(length_dunes_bad),last(mean_alt_all_dunes),last(mean_alt_dunes_good),last(mean_alt_dunes_medium),last(mean_alt_dunes_bad),last(min_alt_all_dunes),last(min_alt_dunes_good),last(min_alt_dunes_medium),last(min_alt_dunes_bad),actions_cost,given_money,taken_money,transferred_money,levers_costs
1,84413,com-D,0,3639,0,24263,0.0,451.8739013879469,365.3929890716755,0.0,0.0,0.0,0.0,0.0,2426.0525709782746,0.0,2426.0525709782746,0.0,9.366498599439776,0.0,9.366498599439776,0.0,7.457142857142857,0.0,7.457142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1,84413,com-D,1,7280,3641,24274,0.0,451.8739013879469,365.3929890716755,0.0,0.0,0.0,0.0,0.0,2426.0525709782746,0.0,2426.0525709782746,0.0,9.366498599439776,0.0,9.366498599439776,0.0,7.457142857142857,0.0,7.457142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
