cycle;name;location.x;location.y;location.z;name;id;element_id;district_code;command;label;cost;initial_application_round;command_round;is_applied;round_delay;action_type;previous_lu_name;is_expropriation;is_in_protected_area;is_in_coast_area;is_in_risk_area;is_inland_dike;strategy_profile;length_coast_def;activated_levers;should_wait_lever_to_activate;a_lever_has_been_applied;previous_activated_levers;already_impacted
18861;Player_Action6;46.65307483025407;15.271340156881507;0.0;Player_Action6;76217_7;19;76217;7;Démanteler une digue;256;11;10;false;0;PLAYER_ACTION_TYPE_COAST_DEF;nil;false;false;true;false;false;WITHDRAWAL;64;[];false;false;[];false
18861;Player_Action7;42.66008071854424;76.86008690423638;0.0;Player_Action7;76217_8;45;76217;8;Rehausser une digue;396;13;10;false;0;PLAYER_ACTION_TYPE_COAST_DEF;nil;false;false;true;true;false;BUILDER;99;[];false;false;[];false
