cycle;name;location.x;location.y;location.z;p_action;activation_time;applied;name;id;district_code;lever_name;lever_explanation;added_delay;added_cost;round_creation;round_application
6735;;89.17594908533951;99.86313057329028;0.0;Player_Action(14);1664527307256.0;true;;7;76217;Const Adap en ZL;Le gouvernement encourage les stratégies de réduction de la vulnérabilité;0;-500.0;18;18
6735;;50.958662646842555;7.597997799170808;0.0;Player_Action(16);1664527622939.0;false;;8;76217;Const\/Densi en ZI;;0;0.0;18;0
