cycle;name;location.x;location.y;location.z;p_action;activation_time;applied;name;id;district_code;lever_name;lever_explanation;added_delay;added_cost;round_creation;round_application
1897;;78.35535099012124;72.99967169876162;0.0;Player_Action(2);1664525186188.0;false;;4;76217;Pas Const Digue;;0;0.0;15;0
1897;;3.8024524172211693;50.83520397277713;0.0;Player_Action(5);1664525186190.0;false;;5;76217;Pas Rehausse Digue;;0;0.0;15;0
