cycle;name;location.x;location.y;location.z;p_action;activation_time;applied;name;id;district_code;lever_name;lever_explanation;added_delay;added_cost;round_creation;round_application
7474;;33.445058382414096;43.54289577129028;0.0;Player_Action(23);1664527992165.0;false;;10;76217;Const Adap hors ZL&ZI;;0;0.0;21;0
