cycle;name;location.x;location.y;location.z;name;id;element_id;district_code;command;label;cost;initial_application_round;command_round;is_applied;round_delay;action_type;previous_lu_name;is_expropriation;is_in_protected_area;is_in_coast_area;is_in_risk_area;is_inland_dike;strategy_profile;length_coast_def;activated_levers;should_wait_lever_to_activate;a_lever_has_been_applied;previous_activated_levers;already_impacted
1699;Player_Action6;33.86005236727377;98.59556500269836;0.0;Player_Action6;76217_7;2978;76217;2;Changer en zone agricole;100;11;10;true;0;PLAYER_ACTION_TYPE_LU;N;false;false;false;true;false;BUILDER;0;[];false;false;[];false
