cycle;name;location.x;location.y;location.z;p_action;activation_time;applied;name;id;district_code;lever_name;lever_explanation;added_delay;added_cost;round_creation;round_application
11235;;53.29326623738566;91.09945397401813;0.0;Player_Action(32);1664529892305.0;false;;14;76217;Const\/Densi non Adapt en ZL;;0;0.0;39;0
