cycle;name;location.x;location.y;location.z;name;id;element_id;district_code;command;label;cost;initial_application_round;command_round;is_applied;round_delay;action_type;previous_lu_name;is_expropriation;is_in_protected_area;is_in_coast_area;is_in_risk_area;is_inland_dike;strategy_profile;length_coast_def;activated_levers;should_wait_lever_to_activate;a_lever_has_been_applied;previous_activated_levers;already_impacted
9190;Player_Action29;38.20323019406;22.093250285272603;0.0;Player_Action29;76217_30;3087;76217;311;Inciter à la densification;350;31;30;false;0;PLAYER_ACTION_TYPE_LU;U;false;false;false;false;false;OTHER;0;[];false;false;[];false
