cycle;name;location.x;location.y;location.z;p_action;activation_time;applied;name;id;district_code;lever_name;lever_explanation;added_delay;added_cost;round_creation;round_application
7557;;74.79878159627945;35.500698792158815;0.0;Player_Action(21);1664528000792.0;false;;11;76217;Pas Rehausse Digue;;0;0.0;22;0
7557;;31.248005451640736;24.340706755659035;0.0;Player_Action(24);1664528037570.0;false;;12;76217;Const Adap en ZL;;0;0.0;22;0
