round;dist;sub_level;uu;us;udense;au;aa;nn
2;com-A;1;1.6;0.0;0.0;0.0;1.8;9.1
2;com-A;2;0.5;0.0;0.0;0.0;0.1;0.6
2;com-A;3;2.2;0.0;0.0;0.0;4.6;2.4
2;com-B;1;2.6;0.0;0.0;0.0;12.2;5.2
2;com-B;2;0.3;0.0;0.0;0.0;8.4;1.8
2;com-B;3;4.0;0.0;0.0;0.0;10.5;2.8
2;com-C;1;0.0;0.0;0.0;0.0;11.4;0.7
2;com-C;2;0.0;0.0;0.0;0.0;2.1;0.0
2;com-C;3;0.0;0.0;0.0;0.0;1.6;0.2
2;com-D;1;0.5;0.0;0.0;0.0;1.6;13.2
2;com-D;2;0.0;0.0;0.0;0.0;1.5;0.5
2;com-D;3;0.0;0.0;0.0;0.0;7.5;6.0

