cycle;name;location.x;location.y;location.z;name;id;element_id;district_code;district_name;command;label;cost;initial_application_round;command_round;is_applied;round_delay;is_delayed;action_type;previous_ua_name;isExpropriation;inProtectedArea;inCoastBorderArea;inRiskArea;isInlandDike;tracked_profile;element_shape;lever_activation_time;length_coast_def;activated_levers;should_wait_lever_to_activate;a_lever_has_been_applied
855;Player_Action0;95.42669257348597;79.76124874503226;0.0;Player_Action0;76217_1;-1;nil;nil;6;Create a dike;8136;8;5;false;0;false;PLAYER_ACTION_TYPE_COAST_DEF;nil;false;false;false;false;false;BUILDER;polyline ([(2449.2709842850877, 4511.677040102834, NaN),(2186.177937379784, 4649.533838550421, NaN)]);0.0;297;[];false;false
