(string(machine_time - EXPERIMENT_START_TIME),self.district_code) + data
5142036.0,76217,6,76217_1,8,-1,PLAYER_ACTION_TYPE_COAST_DEF,false,nil,false,8136,2449.2709842850877,4511.677040102835,2186.177937379784,4649.533838550422,2317.724460832436,4580.605439326628
